Gene ID,FC pC vs H,FC pC vs HpC,FC HpC vs H,Gene Symbol,,pC1,pC2,pC3,H1,H2,H3,HpC1,HpC2,HpC3,HpC4
16669,1262.5376,-1.4335827,1809.9528,Krt19,,0.02225113,-0.02225113,0.1239233,-10.30084,-10.138807,-10.342762,-0.14786625,0.40455818,1.1596651,0.82737446
216350,464.45746,-1.4707608,683.1057,Tspan8,,0.18825626,-0.44567394,0.119381905,-9.335426,-7.588431,-9.792386,-0.11938095,0.35383224,1.2029963,0.6047554
20348,412.88663,-1.4564288,601.3398,Sema3c,,0.07015228,-0.20889091,-0.07015324,-7.963221,-7.894297,-10.42018,0.23047161,0.17005825,0.7937288,0.6969595
232431,172.0116,-3.331067,572.98193,Gprc5a,,0.017772675,-0.01777172,-0.4012127,-7.3278894,-9.304525,-6.047883,0.8195677,1.4848995,2.0332756,2.0712461
20753,41.42044,-12.121032,502.05865,Sprr1a,,-0.24218082,-0.95585823,0.24217987,-7.325806,-4.7714553,-4.9754105,1.8584881,3.518219,4.22791,3.5186663
17075,459.019,1.0084031,455.19394,Epcam,,0.11414242,0.07299709,-0.04480934,-9.400334,-8.975267,-8.009296,-0.45169544,0.04480934,0.39432907,0.15404129
14283,140.41312,-3.1439302,441.4491,Fosl1,,-1.2061691,0.23956966,0.19835377,-6.4556837,-8.388956,-7.3242083,-0.19835281,2.1249657,1.90942,1.7499161
70008,248.14268,-1.7143415,425.4012,Ace2,,-0.10402107,0.104022026,-0.16847706,-8.129625,-7.38263,-8.521299,0.48177814,0.49994087,1.2062712,0.6979933
21825,117.098335,-3.54645,415.28336,Thbs1,,0.05201149,-0.95552826,-0.052012444,-7.435027,-7.2729936,-6.8622384,0.42941093,1.1623068,2.4350252,2.0047207
207920,392.60214,-1.0412407,408.7934,Esrp1,,0.80196476,0.58985615,0.09615421,-8.699709,-9.091383,-6.571706,-0.3765154,2.439227,0.25062466,-0.09615517
15937,455.45218,1.1186395,407.14835,Ier3,,0.10869503,0.09760761,0.20697021,-9.123411,-8.376415,-8.580371,-0.60511684,-0.09760666,0.49037552,0.11639786
18793,270.35596,-1.4062691,380.19324,Plaur,,-0.3658638,0.28789043,0.61562157,-8.954335,-7.7923017,-6.9518623,-0.28788948,0.58943176,1.1938,1.1890125
101772,261.08377,-1.4377198,375.3651,Ano1,,0.31002903,-0.03035736,-0.062397957,-7.90347,-7.156474,-8.807888,0.030358315,0.65116215,0.92453575,0.77877235
14726,108.432686,-3.3050447,358.3749,Pdpn,,-0.29186535,-0.7767472,0.29186535,-8.7107,-6.5720305,-5.7759857,1.5035629,1.1649637,1.7649784,1.4295111
107765,935.53265,2.6331646,355.2882,Ankrd1,,2.2104301,0.9635582,1.3985062,-8.674107,-8.579187,-7.783142,-0.18902779,-0.25198078,0.18902874,0.7614479
12740,181.15706,-1.9185753,347.56345,Cldn4,,0.009541512,-0.2701187,0.64919186,-8.16557,-6.7811446,-7.1679635,-0.009540558,1.0041885,1.6392269,1.6444197
240672,272.53537,-1.2240924,333.6083,Dusp5,,-0.26387691,0.3405857,0.26387691,-7.8238044,-7.9512777,-8.155232,-0.4546013,0.56853867,0.87880707,0.6282196
21926,325.75186,-1.0106584,329.22375,Tnf,,0.11825943,-0.06732464,1.757658,-7.4514685,-8.289435,-7.49339,0.032527924,-0.032527924,1.6249161,0.847723
67082,611.8844,1.8621789,328.58517,1700011H14Rik,,1.1505661,0.88763523,0.42103577,-8.176253,-8.567927,-8.567927,-0.21121311,-0.56744576,0.21121311,0.25846195
17829,535.81384,1.6307023,328.57846,Muc1,,0.78497505,0.29500103,0.8828535,-9.369644,-7.6226487,-8.241641,0.19129467,-0.39616203,0.13084126,-0.13084126
83430,71.877205,-4.559991,327.7593,Il23a,,-0.61572266,-1.2949996,0.61572266,-5.660928,-6.498894,-7.6375637,0.78654957,1.14009,2.598403,2.5044146
14219,201.90991,-1.6193817,326.96924,Ctgf,,0.56701374,-0.47972584,-0.35246086,-7.8006353,-7.442682,-7.9945602,0.37506008,0.35246086,0.9221134,0.778574
216616,310.59702,-1.0058917,312.42682,Efemp1,,0.6027508,0.25616264,-0.26089478,-9.176239,-7.4292436,-7.6331987,0.17212963,-0.17212963,0.45392895,0.37732887
231440,177.73691,-1.7545539,311.84888,Parm1,,0.40851974,-0.21127796,-0.8172188,-7.2023935,-9.179029,-6.6593523,0.72665787,0.21127892,0.91009617,0.5697479
19378,100.86924,-3.0197368,304.59845,Aldh1a2,,-0.4241438,-1.064321,0.6916456,-6.2953196,-7.133286,-7.337241,0.42414474,0.89612675,1.8996077,2.0953865
69693,433.9104,1.4539979,298.42584,Pof1b,,0.7587967,0.7744217,0.004658699,-8.248628,-8.248628,-8.248628,-1.1524405,0.88888264,-0.004658699,0.15861893
57278,230.20647,-1.280895,294.87027,Bcam,,0.14350986,-0.104281425,-0.09801674,-9.2828455,-7.798884,-6.517412,0.09801674,0.32356548,0.56825256,0.3603897
20296,18.844395,-15.463264,291.39578,Ccl2,,-1.5844622,-3.2331507,1.5844622,-6.077126,-5.33013,-4.5340853,2.9731627,2.6471596,3.6739511,2.1979513
208994,230.76144,-1.2417644,286.5514,Fam83b,,0.5557966,0.34802437,0.062755585,-6.911855,-8.303529,-7.3688145,-0.26092243,2.6917162,-0.062755585,0.17029667
12406,240.76245,-1.1900299,286.51447,Serpinh1,,0.43153858,0.08596039,-0.109298706,-7.000509,-7.060868,-9.264823,0.5582304,0.48059464,0.5953922,-0.085959435
15476,148.30034,-1.9066488,282.75668,Hs3st1,,-0.59637356,0.3230629,0.09795284,-7.2509255,-5.9189672,-8.642599,-0.09795189,1.2093601,1.7089682,0.66996956
21785,39.8693,-7.061136,281.5224,Tff2,,-0.03248453,-0.16774464,0.032484055,-5.8031335,-5.0561376,-5.2600927,6.439892,1.4386172,1.9603014,1.2171307
12925,185.32953,-1.4982334,277.6669,Crip1,,0.011363983,0.11590767,-0.18183899,-8.130915,-8.522589,-6.0029116,-0.011363983,1.3423481,0.66108894,0.26821995
74732,216.18285,-1.2729245,275.18454,Stx11,,-0.18980408,0.022743225,1.3536959,-8.913345,-6.1897135,-6.978631,-0.022742271,0.257061,1.359849,1.3806
12484,195.3869,-1.3995755,273.4586,Cd24a,,0.25246143,-0.19029331,-0.50270176,-8.586937,-7.0325866,-7.651579,0.5574064,0.2248106,0.38006783,0.19029427
13007,234.26503,-1.1604885,271.86188,Csrp1,,0.20344067,-0.622612,0.45610142,-6.5837708,-9.895669,-7.0996237,-0.20344162,0.30021667,0.4769144,0.33447933
237504,445.0992,1.6420987,271.05508,Rassf9,,1.158,0.6575279,0.34108162,-7.842459,-8.095463,-8.299418,-0.45612144,-0.042967796,0.042966843,0.46943855
67182,293.9985,1.1109989,264.6254,Pdzk1ip1,,0.39771748,0.25438404,-0.003141403,-7.1721478,-9.148784,-7.6291065,-0.45955944,0.5967617,0.11750698,0.003141403
12182,14.287715,-18.272,261.06512,Bst1,,0.3350382,-0.6453681,-0.3350382,-3.75853,-4.5964966,-3.8004515,3.835403,3.5704198,4.202351,4.297586
13132,64.827446,-3.9416697,255.52838,Dab2,,-0.027295113,-0.4014845,0.027294159,-4.7457824,-7.753674,-5.957629,1.9138842,1.3762817,2.1618652,1.9278822
22329,102.74465,-2.453727,252.10735,Vcam1,,-1.5612907,-0.30089092,1.0337486,-8.279884,-6.445426,-6.151881,0.30088997,0.4009304,2.059966,1.3135347
66395,103.372665,-2.418171,249.97278,Ahnak,,-0.23942661,-0.049498558,0.049497604,-7.4574175,-6.5931606,-6.2639813,0.4583845,2.3007889,0.9988985,1.0183563
14425,195.78207,-1.2317481,241.15413,Galnt3,,0.2609558,-0.30390072,0.13912487,-5.9865956,-8.378269,-8.378269,-0.13912392,0.57438374,0.64914703,0.24666214
56753,94.68425,-2.5441267,240.88869,Tacstd2,,1.9834118,-3.4200993,1.4265423,-6.3362246,-8.3128605,-5.056218,-0.12215614,3.8793068,0.12215614,1.4958487
16776,168.06664,-1.4226869,239.10622,Lama5,,-0.12721252,-0.19403553,0.21001911,-7.5792713,-7.6396303,-7.070996,0.20629215,0.12721348,0.83248043,0.72018147
69787,340.764,1.4312645,238.086,Anxa13,,0.7502794,0.6031275,0.29894733,-7.3991666,-8.65217,-7.534198,-0.34445095,-0.25683117,0.25683117,0.47842884
329252,6.1021676,-38.01274,231.96016,Lgr6,,0.2693553,-0.6144805,-0.26935577,-3.382507,-2.2204738,-2.8394663,4.7959366,4.7176895,5.6173162,5.043395
11745,97.950325,-2.3617659,231.33578,Anxa3,,-0.2158289,-0.90976906,0.21582985,-7.116049,-6.905106,-6.7305493,0.5438366,0.62976074,1.499301,1.0735416
219151,601.3477,2.6546233,226.52858,Scara3,,2.0813189,1.4604979,0.800169,-8.024635,-8.500031,-6.8295174,-0.03913021,-0.2784586,0.43374443,0.03913021
22349,181.6795,-1.2240152,222.37843,Vil1,,0.5459404,0.008125305,-0.032572746,-7.9101977,-8.301871,-5.782194,0.43576527,0.4229765,1.0111933,-0.008125305
12505,42.447834,-5.217033,221.45177,Cd44,,-0.33068752,-1.4767284,0.33068752,-5.2036295,-6.0595818,-6.4363737,1.5602875,3.306594,1.5991287,1.0979366
55948,58.19976,-3.7701461,219.42159,Sfn,,-0.10938835,-0.024841309,0.024841309,-5.7649493,-5.85253,-6.0807323,0.22807407,4.359559,1.3730507,1.5519466
71436,133.75261,-1.6360513,218.82611,Flrt3,,0.26382256,-0.40080738,0.24108028,-5.8841934,-8.860829,-6.341152,-0.24108028,0.715292,1.1382627,1.3671913
64929,34.145718,-6.4054847,218.71982,Scel,,0.6515708,-0.6515708,-0.9703307,-5.467532,-5.8592057,-4.924491,0.86147213,4.1907296,1.9611888,2.4100661
26364,409.51202,1.8956032,216.03256,Cd97,,1.3088408,1.0742598,0.4860611,-9.014955,-7.876285,-6.2728853,-0.2673359,0.06741142,0.40225697,-0.06741142
210622,232.56924,1.0895514,213.45409,Pamr1,,0.57372856,0.5186558,-0.008865356,-8.199474,-7.452478,-6.849078,0.008865356,-0.09649086,0.5270004,0.5103798
20620,148.20311,-1.4379807,213.11317,Plk2,,0.520874,-0.17352009,-0.62612534,-7.468879,-7.5183496,-6.9258385,0.17352009,0.649456,0.33592606,0.5655794
20195,100.56309,-2.0492578,206.07968,S100a11,,0.11240101,-0.7529516,-0.11240196,-7.558977,-6.1339097,-7.015937,0.14403248,1.3515453,1.0992126,0.5416784
80718,187.59486,-1.0979464,205.9691,Rab27b,,0.1699009,0.34258175,-0.25918007,-6.4649925,-8.234572,-7.701562,0.1410389,0.046964645,-0.0469656,0.7359295
11838,351.6665,1.7154667,204.99762,Arc,,0.5612316,0.92358303,0.83156013,-8.602428,-8.8554325,-5.5999565,-0.5310955,0.50519085,-0.3107872,0.3107872
71785,557.98425,2.7312934,204.29297,Pdgfd,,1.6912308,1.5104914,1.1727924,-6.372613,-8.210579,-8.414535,-0.30617523,-0.33968544,0.37403488,0.30617428
20657,272.71503,1.3595014,200.59938,Sod3,,0.70572853,0.61109924,-0.020511627,-7.610792,-6.92038,-8.446263,0.020510674,-0.35844994,0.2704277,0.023622513
16667,181.16154,-1.097628,198.84802,Krt17,,0.8679371,-0.11258793,0.39802837,-6.9017816,-6.1547856,-8.293455,0.112586975,2.6307774,0.17199421,-0.83996534
110310,99.97732,-1.9717704,197.13234,Krt7,,0.07774639,-0.5090828,-0.07774639,-6.457741,-7.8262224,-6.1557083,0.55336,0.6470251,1.2692032,0.76960087
14579,98.399704,-2.0030448,197.09904,Gem,,-0.37851906,0.044638634,-0.044638634,-5.407236,-8.383872,-6.4491577,0.5452051,0.16808128,1.3131304,1.4776697
19241,178.27335,-1.0872694,193.83115,Tmsb4x,,0.52844524,0.10539341,-0.1832962,-7.865088,-6.796164,-7.322047,0.09445381,0.6488676,0.43469334,-0.09445381
13866,159.16809,-1.2031153,191.4976,Erbb2,,0.40898037,0.124381065,-0.121837616,-6.0222826,-8.445211,-7.064204,-0.27175713,1.5031404,0.12183857,0.2625761
83397,67.437965,-2.8265765,190.61858,Akap12,,0.23674583,-0.90295935,-0.043811798,-5.6855345,-6.523501,-6.727456,0.043810844,1.3132658,2.1870975,1.5053482
21859,142.23526,-1.3338937,189.72665,Timp3,,0.5756321,-0.4361086,0.15758038,-7.143806,-7.2448072,-6.77069,0.60797787,-0.15758038,0.9282751,0.68004036
12224,104.685585,-1.808653,189.33989,Klf5,,-0.1130867,0.3310938,0.1130867,-6.352985,-5.8283815,-7.617299,-0.38436413,2.5200863,0.84816074,0.8772383
20708,120.117325,-1.5744692,189.12105,Serpinb6b,,0.2676115,-0.62212944,-0.16669273,-7.6552777,-7.1306744,-6.4601603,0.16669273,0.2947569,0.7519016,0.7111635
72930,175.73802,-1.0760845,189.109,Ppp2r2b,,0.723917,0.046315193,-0.04631424,-8.240438,-6.101769,-7.305724,0.09096527,-0.046984673,0.4652815,0.8791275
192176,118.98038,-1.5699239,186.79018,Flna,,-0.1431055,-0.59578514,0.17489433,-6.975418,-7.561405,-6.7109127,0.14310646,0.4243021,0.77008724,0.51328754
19143,220.89671,1.1962525,184.65724,St14,,0.39430714,0.23352242,0.18328857,-7.60756,-8.030489,-6.912516,-0.25066662,-0.01422596,0.2980709,0.014225006
78749,211.02673,1.1458403,184.16762,Filip1l,,0.71628475,-0.08557129,0.50121117,-7.3859944,-7.513468,-7.13246,-0.40959358,0.08557129,0.6700649,0.37756634
20692,115.29552,-1.5925927,183.61877,Sparc,,0.5886688,-0.30583858,-0.35654354,-6.8424187,-7.2109003,-6.5679717,0.9410658,0.30583858,0.9575758,0.3827448
226101,144.35294,-1.2690586,183.19232,Myof,,0.1363287,-0.054330826,0.045186996,-7.934268,-6.8977656,-6.5611525,-0.045186043,0.35391808,0.65435314,0.5815296
14734,26.844131,-6.761959,181.51889,Gpc3,,0.50365067,-0.5036502,-1.5138855,-5.19958,-4.674977,-5.878932,2.132206,2.3775187,2.5430965,1.9584303
29817,109.81415,-1.6492287,181.10863,Igfbp7,,-0.062143326,0.062143326,-0.39386463,-7.085811,-6.7850714,-6.8597436,0.7104044,0.2731104,0.84915733,0.52934074
102371,238.32709,1.3249242,179.87976,Myzap,,0.7081423,0.7950754,-0.053939342,-7.152591,-7.544265,-7.544265,0.21488714,-0.02295065,0.09384394,0.022951126
11739,116.25127,-1.4588546,169.59369,Slc25a4,,0.041983604,-0.04198265,-0.3927765,-7.7553735,-7.0083776,-6.2123327,0.30962086,0.72790337,0.47026825,0.14785099
22350,114.33769,-1.4821732,169.46828,Ezr,,0.2245512,-0.2529192,0.05448532,-6.851,-6.7414336,-6.8929214,-0.054484367,0.954586,0.8070431,0.5985346
66102,142.81383,-1.183676,169.0453,Cxcl16,,-0.027194023,0.027194023,1.0454693,-6.901923,-6.9078345,-6.6187496,-0.18401623,0.14841938,1.2987375,1.1039152
14282,211.40979,1.2586951,167.9595,Fosb,,0.42763233,0.58813953,0.2651844,-6.8694663,-7.8636737,-7.1575985,-0.36021996,-0.13774395,0.137743,0.74044704
53624,216.25003,1.2886286,167.81413,Cldn7,,0.56228733,0.4596777,0.42915058,-7.7535315,-7.591498,-6.473525,-0.25315857,-0.24668789,0.7246342,0.24668694
83675,203.41658,1.2237872,166.21892,Bicc1,,0.5788355,0.17363548,0.35237598,-7.995977,-7.501747,-6.40231,-0.17363548,-0.41516113,0.39538002,0.5011349
12332,214.24098,1.2952051,165.41087,Capg,,1.1130848,0.9880371,0.27831936,-6.688828,-7.0805016,-7.0805016,-0.86883736,2.5487032,0.14418793,-0.14418793
22673,113.184395,-1.4478902,163.87857,Zfp185,,0.058734417,0.30365276,-0.058734417,-6.2434483,-7.635122,-6.28537,-0.1015296,2.3794408,0.16340017,0.09936762
76509,109.10347,-1.4674735,160.10643,Plet1,,0.22065353,-0.30931664,-0.12693119,-6.5530043,-6.668505,-7.302745,0.12693119,0.22183514,0.8836794,0.6934328
11443,171.34691,1.0744008,159.48141,Chrnb1,,0.32412243,0.43516636,-0.11880398,-6.6176624,-8.192595,-6.8115873,0.11880398,-0.5014925,0.5519562,0.27058315
15370,207.49521,1.309288,158.47942,Nr4a1,,0.28802776,0.595335,0.021518707,-6.5269647,-8.727501,-6.9314566,-0.94343567,0.14611721,-0.021518707,0.4702158
16600,63.655247,-2.451133,156.0275,Klf4,,-0.46315002,0.5646763,-0.40794277,-5.900672,-7.2691536,-5.1132126,0.40794277,3.1016016,0.56162834,0.694067
57738,295.39194,1.9150467,154.24788,Slc15a2,,0.93893003,1.3465304,1.0625033,-7.803388,-5.6647186,-7.803388,-0.063344955,-0.0785408,0.063344955,0.792974
54419,93.0655,-1.6420522,152.81839,Cldn6,,0.24988937,-0.5325651,-0.22891903,-7.6690392,-6.337081,-6.1259985,0.59644413,0.22891903,1.046071,0.30843925
71934,109.80638,-1.3909327,152.7333,Car13,,0.730762,-0.2649598,0.43971062,-6.5274367,-6.9191103,-5.984396,-0.6799655,3.163906,0.3626604,0.2649598
17393,661.0157,4.3340054,152.5184,Mmp7,,1.2795691,3.0633683,2.6091561,-7.1696167,-6.422621,-7.5612903,0.96116114,0.05858755,-0.15450716,-0.05858755
21858,169.0196,1.1223183,150.59862,Timp2,,0.3905611,0.20740604,0.050510406,-7.228439,-7.588358,-6.7378654,-0.050509453,-0.2905512,0.37488842,0.1648817
68794,18.375242,-8.146205,149.6885,Flnc,,-0.199965,-0.13376904,0.13376999,-4.665322,-4.3333635,-3.8003526,2.9440765,2.3422613,3.0799656,3.47159
20200,27.087894,-5.4832416,148.52946,S100a6,,0.1852417,-0.62049055,-0.1852417,-5.2014313,-4.4544353,-5.243353,1.3275104,3.0039086,2.5483603,2.1130157
12563,82.89142,-1.7770661,147.30353,Cdh6,,-0.042779922,-0.77565,0.047730446,-7.198409,-7.0363755,-5.655368,0.33053303,0.042779922,1.0643282,0.8527489
11568,73.65079,-1.996647,147.05461,Aebp1,,0.43725586,-0.25136995,-0.2827034,-6.267365,-7.520369,-4.9169693,1.1930828,1.0872412,1.3295336,0.25136948
20618,171.70027,1.1953613,143.63881,Sncg,,0.09888744,-0.09888697,1.9889107,-7.1907897,-6.443794,-6.647749,-0.23834896,0.12327528,0.58951855,1.1476498
72373,4.781477,-30.011986,143.50162,Psca,,0.10479355,-0.60047853,-0.10479379,-2.4576159,-2.4576159,-2.4576159,4.1196976,5.078198,5.016022,4.615313
22715,9.804974,-14.6339035,143.48506,Zfp57,,-0.80624723,-2.7483308,0.8062477,-2.8918664,-4.8685026,-4.8685026,2.7463636,2.4053068,3.2412386,3.4276218
110751,204.1979,1.4276334,143.0325,Adam33,,0.35380554,0.5314131,0.90659046,-8.034887,-5.7029295,-7.491847,-0.1144371,-0.41307068,0.11443806,0.74764633
16779,234.01105,1.6438693,142.35382,Lamb2,,1.0921745,0.94456005,0.17854881,-8.271778,-6.7174277,-6.4068093,0.16857243,-0.083244324,-0.022310257,0.02231121
14609,94.29596,-1.4642715,138.0749,Gja1,,0.6384201,0.33272934,-0.12130737,-6.6071377,-6.2509317,-5.9694595,-0.59297466,3.519825,0.28569698,0.12130833
13661,226.5351,1.6733774,135.37596,Ehf,,0.52396965,0.73895836,0.62332726,-7.171827,-7.285652,-7.127037,-0.87751293,0.42146873,-0.07232094,0.07232094
108927,80.56556,-1.6737069,134.84312,Lhfp,,0.2699747,-0.34733725,-0.017294407,-6.9424205,-7.334094,-4.814417,1.462532,0.017294884,1.0612392,0.3049121
226245,182.96118,1.3568596,134.84164,Plekhs1,,-0.02641201,0.7673168,0.9548063,-6.3339458,-8.725619,-5.790905,0.02641201,-0.25848484,0.411129,0.3208065
15122,81.30193,-1.651778,134.29276,Hba-a1,,0.861536,-0.12113285,0.12113285,-7.0182858,-6.8796163,-4.2762165,2.4221973,0.5913482,1.927103,-0.89585495
226778,31.301702,-4.2856555,134.14832,Mark1,,-0.22491312,-0.33284426,0.2249136,-5.9869947,-3.2633626,-5.9869947,2.324051,1.144959,2.2791452,2.2061167
14677,70.90436,-1.8507469,131.22598,Gnai1,,0.29809856,-0.118144035,-0.7170963,-5.6539974,-7.6306334,-5.695919,1.0303383,1.468338,0.21942091,0.118144035
216643,223.63486,1.7132907,130.52942,Gabrp,,0.7042694,0.16503286,1.5796213,-5.3942447,-7.785918,-7.785918,-0.24127102,-0.017444134,0.39942265,0.017444134
19249,112.93037,-1.1285703,127.44985,Ptpn13,,0.13704109,-0.13704014,0.42447567,-6.5020065,-7.050467,-6.4809184,-0.5420666,1.0184832,0.49330425,0.29423332
12389,168.25272,1.3313993,126.37283,Cav1,,0.71977615,0.29637814,0.26885128,-7.0061884,-6.844155,-7.04811,-0.06220913,0.051239967,-0.051239967,0.123776436
269356,11.882014,-10.625808,126.25602,Slc4a11,,-0.033973217,-0.5206051,0.033973217,-4.0558143,-4.0558143,-3.1210997,3.786327,2.4360561,3.4447908,3.2766886
16774,113.707726,-1.1067523,125.846275,Lama3,,-0.002514839,0.002514839,0.016104698,-6.807214,-6.230143,-7.4340982,-0.4654789,0.33766174,0.18674374,0.5478754
16952,17.603584,-7.0887556,124.787476,Anxa1,,0.1782465,-0.7927079,-0.17824554,-4.2862353,-4.176669,-4.7431946,1.2794142,5.1562996,2.1665926,1.6428804
83396,120.33771,-1.0320568,124.195335,Glis2,,0.14525318,-0.02912426,0.029123306,-7.2352843,-5.4376626,-7.9146357,0.06346512,-0.31775093,0.37641716,0.25362778
52377,27.8824,-4.4405956,123.81445,Rcn3,,-0.68225574,-0.4182248,0.4182248,-4.1009192,-5.492593,-5.492593,2.1726394,1.6185331,2.0931034,1.8090625
19737,224.80064,1.8204461,123.486565,Rgs5,,0.6099949,1.2179012,0.9278898,-5.2890396,-7.127006,-8.265676,0.5123358,-0.29512262,0.22016048,-0.22016048
67896,41.984646,-2.8998177,121.74781,Ccdc80,,-0.16373253,0.16373205,-0.23366785,-3.095281,-6.6568794,-6.6568794,2.2594862,0.9075031,1.709425,0.9558768
56047,30.733507,-3.9304268,120.795815,Msln,,-0.5382886,-1.0339656,0.5382886,-5.490384,-5.743388,-4.625415,1.0554318,1.3193755,2.062842,2.0824742
17153,227.91373,1.9021505,119.818985,Mal,,1.0100555,0.7859192,0.755867,-7.0217676,-7.859734,-6.063689,-0.5156355,-0.16980839,0.20756531,0.16980839
17178,167.16731,1.411509,118.43161,Fxyd3,,2.0214615,0.5845642,0.671144,-6.4112,-5.664204,-6.8028736,-0.23759031,2.6181965,0.016517162,-0.016517162
15507,25.144453,-4.7006307,118.19479,Hspb1,,0.20465946,-0.20465946,-0.21604729,-3.9417195,-5.1947236,-5.0361085,1.6788158,3.5790482,1.6934929,1.6919975
19219,73.65841,-1.5834337,116.6332,Ptger4,,-0.02166748,-0.03247261,0.021668434,-5.6436143,-5.8966184,-7.1005735,0.21740341,0.9467821,1.1450577,0.2996874
57394,69.293945,-1.679225,116.36009,Tmem27,,0.1240921,-0.3020978,-0.124091625,-6.2658124,-6.657486,-5.7227716,0.635098,0.718287,0.7029414,0.5320592
18124,89.71089,-1.2745057,114.33701,Nr4a3,,-0.08653164,0.47743607,0.33887768,-4.7345276,-8.189166,-5.808158,-0.13537216,1.9793711,0.08653164,0.4422636
16854,31.007093,-3.6870952,114.326126,Lgals3,,0.061314583,-0.061314583,-0.14909363,-3.6260417,-7.160673,-4.225959,0.5937252,3.4986925,1.5508289,1.6879005
107029,96.67199,-1.1803422,114.10604,Me2,,0.13547993,-0.23632383,-0.07692289,-7.038071,-7.4297447,-5.4950304,0.38981867,0.07692242,0.09470749,0.15834951
234267,295.49936,2.6429808,111.80534,Gpm6a,,1.7902508,1.5888453,0.6150799,-6.604085,-5.4420514,-8.580721,-0.5226021,-0.034127235,0.03412819,0.23950481
100503605,74.56494,-1.4944073,111.43041,Hbb-bs,,1.0929871,-0.13451147,0.134511,-7.22431,-7.22431,-3.1196704,2.5229282,0.5068512,1.882474,-1.1366444
20310,36.896984,-2.9997404,110.6814,Cxcl2,,-1.2038159,-0.48725033,0.65968895,-5.948199,-5.6162405,-5.08323,0.6059799,0.48725033,2.70757,1.1633806
19716,139.00792,1.266951,109.71848,Bex1,,0.82459354,0.5894184,0.055566788,-8.094268,-6.9555984,-4.8376255,-0.055566788,-0.16065168,0.5365362,0.27367783
102693,118.13706,1.0781987,109.568924,Phldb1,,0.2729845,0.091729164,0.22835636,-7.308773,-6.092292,-6.6588173,-0.09173012,-0.34842777,0.6121502,0.18427563
56320,69.774086,-1.5648419,109.18543,Dbn1,,0.18474388,-0.42127132,-0.18474388,-6.7098536,-5.503426,-6.58185,0.2203331,0.3262787,1.0389004,0.43686008
100505386,98.75873,-1.0983285,108.4695,Gm21949,,0.16818953,0.029196262,0.18875885,-6.611289,-6.226863,-6.6532106,-0.02919674,-0.12026119,0.49145794,0.714098
51793,114.654625,1.0640205,107.75605,Ddah2,,0.36960125,0.21011257,0.099905014,-5.8910904,-8.604692,-5.34805,-0.099905014,-0.12102127,0.5096626,0.25931835
76884,140.39595,1.3094268,107.21938,Cyfip2,,0.59674263,0.24773407,0.17700386,-7.061067,-6.314071,-7.0034533,0.2269764,-0.4207449,-0.0861578,0.08615875
208166,87.41674,-1.2152188,106.23044,Gm609,,0.46310234,-0.28206253,-0.008470535,-6.488993,-7.7419972,-4.9459524,0.24894333,0.008470535,0.4515152,0.64602757
19250,96.322876,-1.0904467,105.03497,Ptpn14,,-0.10622883,0.21996212,0.00729847,-6.816752,-6.2792096,-6.5524273,-0.007297516,0.06396389,0.16104507,0.44334126
52187,44.59974,-2.3531425,104.94957,Rragd,,-0.22907639,-0.507884,0.22907639,-5.569608,-4.565152,-6.810015,0.9464588,0.66270924,1.4140701,1.2379379
238455,201.25677,1.9410598,103.683945,Macc1,,1.0713701,0.584383,0.6550045,-8.086629,-7.3396335,-5.2216606,-0.78716946,-0.035598755,0.035598755,0.04080105
20272,5.079621,-20.377647,103.51076,Scn7a,,-0.060329437,-0.8413482,0.06032896,-2.3068118,-3.2378879,-2.3308115,4.7683887,3.2296457,4.0480776,4.2277517
68682,85.4671,-1.2032648,102.83958,Slc44a2,,0.4248047,0.015677452,-0.08554363,-6.728997,-5.9820013,-6.185956,-0.015677452,1.0133648,0.17124176,0.37213898
74053,64.5065,-1.5849754,102.24119,Grip1,,-0.020834923,-0.074670315,0.020834923,-4.227195,-6.9407964,-6.9407964,0.109586716,1.2640443,0.518816,0.66583395
13730,9.956305,-10.203454,101.58872,Emp1,,-0.124308586,-0.33104372,0.124308586,-3.359937,-3.9755113,-2.942427,1.7967029,6.0690703,2.5921016,2.5046763
13822,93.62482,-1.0778542,100.913895,Epb4.1l2,,0.16186333,-0.04972267,0.1912365,-5.3183484,-7.5713525,-6.4533796,0.04972267,-0.06707859,0.62428474,0.23022175
104601,175.77602,1.7472786,100.59989,Mycbpap,,0.76061535,0.7456932,0.75432014,-7.0878406,-7.479514,-5.5448,-0.21340227,-0.90807676,0.21340227,0.7018099
234094,146.30782,1.4585183,100.31262,Arhgef10,,0.6913576,0.5894909,0.35250092,-5.668819,-5.2437515,-9.032669,0.08142471,-0.34046364,-0.08142471,0.34024906
94179,159.16615,1.5867745,100.307976,Krt23,,1.2375278,0.415946,0.8116112,-9.458484,-5.0110483,-5.0085526,-0.63675976,1.2591515,-0.0660696,0.0660696
56437,95.03025,-1.052404,100.01024,Rrad,,-0.38025713,0.546,0.17703676,-5.528273,-6.9199467,-6.9199467,0.050709248,-0.050709248,0.45512772,0.29666662
30785,268.19556,2.6857522,99.85863,Cttnbp2,,1.621479,1.4149036,1.606924,-5.795149,-7.44047,-6.3224974,-0.2865553,-0.36337662,0.28655624,0.85314655
56708,162.96315,1.6351421,99.66297,Clcf1,,0.63234234,0.44637203,1.1563463,-7.4785237,-6.4836,-5.84802,-0.6980858,-0.44637108,0.50796986,0.77890396
