Gene ID,FC pC vs H,FC pC vs HpC,FC HpC vs H,Gene Symbol,,pC1,pC2,pC3,H1,H2,H3,HpC1,HpC2,HpC3,HpC4
236733,27.665546,1.2096021,22.871607,Usp11,,0.2766304,0.6560106,0.037621498,-3.6421266,-5.180533,-4.577133,0.031226158,-0.42724466,-0.031227112,0.6227989
14027,17.70521,-1.2901714,22.842762,Evpl,,0.5811329,0.47652817,0.1292057,-3.631845,-3.4580345,-4.1615605,-0.3622141,3.4149542,0.005781174,-0.005781174
94242,19.225456,-1.1865258,22.811504,Tinagl1,,0.093232155,0.014559746,-0.014560699,-4.6151485,-4.271508,-3.8149495,0.16574574,0.16963482,0.82739353,-0.051491737
18049,19.46465,-1.1700039,22.773716,Ngf,,0.14066887,0.15246296,-0.1952405,-4.9568577,-3.7948241,-3.998779,0.34260273,-0.14066935,0.4001894,0.43445206
67169,35.370308,1.5535841,22.766905,Nradd,,0.88363695,0.7128458,0.4827056,-2.8569546,-5.248628,-5.248628,0.017483711,0.45068407,-0.017483711,-0.22083426
18483,41.22233,1.8183488,22.670198,Palm,,1.2088089,0.8485918,0.79712486,-3.8835201,-4.6371784,-4.720839,-0.16628647,0.52180576,-0.09939289,0.09939194
257871,22.15923,-1.0200623,22.603788,Olfr1372-ps1,,0.3406701,-0.40642262,0.86413765,-3.300386,-4.55339,-4.757345,0.67714596,-0.3406706,0.36351347,0.47915363
26377,19.301586,-1.168166,22.54746,Dapp1,,0.13239002,-0.17050171,0.051016808,-4.334447,-4.4827538,-3.9818368,-0.051016808,0.0566082,0.44728947,0.46130753
17427,19.675142,-1.1459457,22.546648,Mns1,,0.5418124,0.065087795,-0.065087795,-3.824402,-4.662369,-3.8663237,-0.469635,0.13531303,1.1701055,0.67278767
20289,46.154503,2.0497363,22.517284,Scx,,1.2163696,0.9795313,1.0240226,-4.8851037,-4.138108,-4.342063,-0.5560994,0.007497788,-0.007497788,0.7075777
213539,24.039145,1.0704994,22.456013,Bag2,,0.6029415,0.33567047,0.06798458,-4.1840324,-3.9489355,-4.622376,-0.41538906,1.3383303,0.094037056,-0.067985535
16007,39.517128,1.7601358,22.451174,Cyr61,,1.4524755,0.64199066,0.36903858,-4.129738,-5.0187283,-4.3012466,-0.5648365,-0.36903858,0.3783598,0.5774412
223473,28.072493,1.2516325,22.428701,Nipal2,,0.74281216,0.23671818,0.06983948,-4.360132,-4.5062213,-4.5175314,0.4176302,0.24929714,-0.06983948,-0.4931717
20347,31.977068,1.427303,22.403837,Sema3b,,0.82812023,0.3170576,0.43419266,-3.888974,-5.4050126,-4.123541,-0.05517769,-0.358943,0.05517769,0.41160393
16149,113.35492,5.060244,22.401075,Cd74,,1.5523767,2.7159147,2.8317938,-4.5833516,-4.3178887,-4.472783,0.19235039,-0.19235134,0.5216932,-0.41173935
11636,36.234898,1.6205367,22.359814,Ak1,,0.8305192,0.99852324,0.09065962,-3.3402169,-5.6063595,-4.671645,0.10453749,-0.07536316,-0.33082104,0.07536268
215789,26.627634,1.1909628,22.358076,Phactr2,,0.54835224,0.44782448,0.18936253,-4.7133646,-4.08548,-4.2201724,-0.18936253,0.7694607,-0.28693676,0.27904415
76589,102.34921,4.5800323,22.346832,Unc5cl,,2.7041874,2.1159067,2.5489826,-2.928204,-6.1272326,-3.6075556,-0.059578896,-0.065350056,0.059578896,1.109354
80287,39.928856,1.7883489,22.327223,Apobec3,,0.16441822,1.3536091,1.2283134,-3.385015,-5.012764,-4.8139596,0.37462807,-0.001296997,-0.06735325,0.001296997
15203,47.75759,2.1413221,22.302855,Heph,,1.3609776,0.9819951,0.60422564,-4.107478,-7.3065066,-2.3717923,-0.68675804,-0.1761446,0.1761446,0.22234821
434130,56.667606,2.544629,22.269495,Ccdc8,,1.4757996,1.1622567,1.1628256,-4.941281,-5.3329544,-3.3982399,0.22266436,-0.7780318,-0.22266436,0.45605278
14299,15.294657,-1.455558,22.26226,Ncs1,,-0.006322384,-0.13622284,0.047783375,-3.435157,-5.033936,-3.430536,0.006321907,0.53313303,1.1153698,0.38511515
19124,1.767351,-12.508541,22.106981,Procr,,0.646678,-1.1113358,-0.646678,-2.2244978,-0.67014694,-0.6814568,4.278757,4.860122,2.046023,1.912684
19224,9.3933115,-2.3486614,22.061705,Ptgs1,,0.14969349,-0.21304989,-0.14969349,-2.835084,-3.123712,-3.9491553,0.5779667,1.815773,1.0529895,1.1965594
93707,21.585571,-1.0199901,22.017065,Pcdhgc4,,-0.002736569,0.10866308,0.002736569,-5.3293667,-4.8661227,-2.9918334,0.19480896,0.05147934,-0.033273697,0.046090126
12579,10.313911,-2.1341715,22.011652,Cdkn2b,,-0.15247917,-0.8975358,0.15757608,-3.7040365,-2.5420032,-4.7459583,0.15247965,0.93920517,1.0740337,1.0190673
12835,9.141712,-2.4019496,21.957932,Col6a3,,-0.44478178,0.21279192,-0.20421171,-3.15571,-3.7306423,-3.1272423,2.2584615,0.20421171,1.5159278,0.49662066
12351,6.36913,-3.4468353,21.953339,Car4,,-1.108588,-0.4088068,0.40880632,-4.137305,-3.3903089,-1.5942638,1.1916995,0.7552967,1.6362782,2.0796971
101631,35.80832,1.6313804,21.949703,Pwwp2b,,0.95317936,0.6605177,0.4108467,-4.1123743,-5.3653784,-3.9843707,-0.17264414,-0.04730606,0.04730606,0.047662735
269437,31.984953,1.4603891,21.901665,Plch1,,0.68047523,0.30871677,0.89430714,-3.9727392,-5.2613673,-3.88036,-0.4313693,-0.28891087,0.2889104,0.75729084
219134,15.8475685,-1.3792897,21.858389,Shisa2,,0.015309811,-0.05992031,0.12130165,-4.5086412,-3.8771222,-3.4961147,0.55432653,-0.015309811,0.75820017,0.6607404
22351,14.63647,-1.4852371,21.738632,Vill,,-0.86126184,0.37425375,0.27058935,-4.272312,-3.677319,-3.8812742,0.59139967,-0.27058935,0.90037775,0.77302694
20928,37.36479,1.7303578,21.593678,Abcc9,,1.3847122,1.5484228,0.16260576,-4.2301583,-5.2905173,-3.0544062,1.463973,-1.144454,0.8064594,-0.16260529
14264,6.403114,-3.3666933,21.557323,Fmod,,-0.1352725,-1.6929877,0.1352725,-4.0064483,-3.2594523,-2.4634073,1.6829581,1.0173974,1.417985,0.62967205
20540,17.542587,-1.2249198,21.488264,Slc7a7,,0.21986675,0.36600113,-0.22832441,-3.55093,-3.803934,-4.685961,0.7877898,-0.21986675,0.517035,0.56251574
84094,8.208204,-2.6170712,21.481455,Plvap,,0.90592146,0.4130578,-0.64227295,-2.8008673,-3.3757997,-2.2578266,3.4643612,-0.41305828,2.1138916,1.2888932
76670,30.443382,1.4177654,21.472794,Ttc18,,0.49674797,0.55361223,0.65527725,-3.7328815,-4.570848,-4.774803,-0.49785328,-0.35812855,0.35812807,0.7575617
16531,80.33178,3.741751,21.46904,Kcnma1,,2.0989342,2.172658,0.97489643,-4.8867435,-4.769798,-4.080668,-0.06846142,-0.7153406,0.09580517,0.068460464
100862072,1.6946146,-12.662828,21.45861,Gm21451,,-0.147161,-1.4819667,0.147161,-2.149064,-0.81710577,-0.7986684,3.4651635,2.9230855,3.3514593,2.934447
16534,100.253685,4.676379,21.438309,Kcnn4,,2.4766207,2.3471556,1.6941309,-5.622222,-4.4601884,-3.3422153,0.3217578,-0.32175732,0.45913792,-0.6701627
100041979,20.91345,-1.0248994,21.434185,Gm3604,,0.9037552,-0.047152996,0.72678995,-4.242351,-4.6340246,-2.69931,1.2288752,-0.088624954,0.047152996,1.0657153
17873,39.778847,1.8618202,21.365562,Gadd45b,,0.7145128,0.9853201,0.6091709,-3.755353,-5.306038,-4.5713935,-0.15650177,-0.93314075,0.15650177,0.42495728
19085,25.35955,1.1883669,21.339838,Prkar1b,,0.43674183,0.46047544,-0.053034782,-6.2537184,-3.5067225,-3.3887494,0.35764933,-0.71878576,0.053034782,0.43775702
209012,21.880379,1.0271122,21.302813,Ulk4,,0.003914356,0.45808315,0.32220602,-2.7864301,-6.7630663,-3.0209968,-0.003914356,-0.44310617,0.41894674,0.91930294
216725,8.689639,-2.4411983,21.21313,Adamts2,,-0.466856,-0.14947319,0.14947367,-2.5086055,-5.009537,-2.3066015,1.2638845,0.5607343,1.3919268,1.3113384
14038,29.970184,1.4158545,21.167564,Wfdc18,,0.95143366,-0.13989687,1.5012183,-4.1345377,-4.1345377,-4.1345377,0.37668657,-0.15511775,0.71551657,0.1398964
12062,37.598076,1.7772577,21.155107,Bdkrb2,,1.2682943,1.3038301,0.086227894,-6.3709307,-4.232261,-2.436216,0.16266155,0.28921127,-0.13978624,-0.08622837
19094,5.43337,-3.8920434,21.146914,Mapk11,,-1.3580723,-0.7478423,0.7478423,-3.3508096,-3.2412438,-2.0915618,1.1902046,1.3035688,2.1212854,1.4162893
16440,20.419611,-1.0355132,21.144775,Itpr3,,0.015940666,0.1449337,-0.015940666,-4.9000964,-4.389168,-3.6214519,-0.3211174,0.50479984,0.17027569,0.040670395
214239,9.529655,-2.2142575,21.101112,A430105I19Rik,,0.042028427,-0.50678825,-0.04202795,-4.102712,-2.3386426,-3.8227055,1.3323116,1.3970346,0.47607803,0.706151
66809,5.230863,-4.0287194,21.073679,Krt20,,1.1599536,-1.1357355,-1.3152108,-3.7387025,-2.2547412,-2.4586961,1.1357355,2.2693758,1.6971354,1.2177148
19253,40.053036,1.9007425,21.072315,Ptpn18,,0.84242296,1.1265559,0.68127584,-3.1009023,-6.0775385,-4.142824,0.6910739,-0.8636527,-0.22748423,0.22748375
78257,12.158694,-1.7276912,21.006468,Lrrc9,,0.45324612,-0.050497055,-0.058526993,-3.4844704,-3.3895512,-3.593506,0.8760886,0.050497055,1.1917195,1.4960389
12306,12.11542,-1.7319263,20.983013,Anxa2,,0.04758835,-0.24724007,-0.047587395,-4.7269573,-3.0320501,-3.2845492,0.15642166,1.4665327,0.79769325,0.41921043
20682,40.01534,1.9146297,20.899776,Sox9,,1.4275227,1.0593624,0.30594063,-4.906383,-4.30145,-3.9667854,-0.28748608,-0.34229374,0.31780052,0.28748512
328381,30.049585,1.4390693,20.881264,Sh2d4b,,0.3876562,0.74512005,0.27117825,-5.537967,-3.7909713,-3.9949262,-0.46422005,0.049779415,0.23561573,-0.049779892
229474,6.72952,-3.0962842,20.836506,Fhdc1,,0.15055561,-0.9402604,-0.12738562,-3.0145335,-2.2675376,-3.8865302,0.12738514,2.913063,0.97565174,1.2832642
21809,30.143927,1.4482881,20.81349,Tgfb3,,0.9020624,0.35715485,0.14178753,-4.3570895,-4.5008645,-4.482427,-0.010666847,-0.51955986,0.010667801,0.2501707
12560,26.342873,1.265974,20.808386,Cdh3,,0.58492184,-0.046294212,0.5333853,-4.5438576,-4.632326,-3.9098268,-0.69135284,0.58827114,0.046294212,0.12514687
74007,10.808754,-1.9183359,20.734818,Btbd11,,-0.35329437,-0.08342838,0.083427906,-3.701223,-3.5067682,-3.4476886,0.4824581,1.5828037,0.48617077,0.73692894
404634,18.119785,-1.1409049,20.672956,H2afy2,,0.395823,-0.12652779,0.04199028,-2.3815851,-5.3022985,-4.543313,-0.04199028,0.13844395,0.95437574,0.12493229
17022,7.2601013,-2.8464236,20.665325,Lum,,-0.49090958,0.4652114,-0.09613466,-1.7826607,-3.357593,-3.561548,2.687387,0.09613466,1.9498949,1.1407413
228071,46.111183,2.2321506,20.657738,Sestd1,,1.3185692,1.1447649,1.0489235,-4.7053957,-3.938877,-4.424603,-0.15857506,-0.38239574,0.15857506,0.43166828
17750,6.8836117,-2.9941275,20.610407,Mt2,,-0.4810133,-0.240489,0.24048996,-3.8059063,-2.8820324,-2.142571,2.1097546,2.0896788,0.5559578,0.9318018
16878,9.071627,-2.263319,20.531986,Lif,,-0.9233179,-0.4139223,0.8214102,-3.3904386,-3.1714067,-3.4980683,0.41392326,0.5183258,2.0733843,1.0203533
12514,27.533833,1.3415533,20.523844,Cd68,,-0.12610865,1.1134777,0.6881509,-3.2968445,-4.688518,-4.688518,0.46656227,-0.404243,0.3499813,0.12610865
19280,15.326231,-1.3388617,20.519707,Ptprs,,0.14659786,-0.16692543,0.013148308,-4.059612,-3.7276535,-4.0337067,-0.013148308,0.3606453,0.66677094,0.6601877
12818,7.9829607,-2.566487,20.488167,Col14a1,,0.04645729,-0.41025114,-0.04645729,-3.2600555,-3.176025,-2.9649425,2.1312041,0.10387087,1.7767987,0.8803048
13601,11.983404,-1.7019823,20.395536,Ecm1,,0.3051257,-0.181705,-0.44318247,-3.7220168,-4.975021,-2.3716211,1.2313213,0.22879982,1.0006886,0.18170547
19331,34.345062,1.6861181,20.36931,Rab19,,0.67514086,1.0779285,0.45482683,-5.0571938,-3.9185243,-4.1224794,0.7019582,-0.7729187,-0.0186944,0.0186944
13710,20.483624,1.0095417,20.290022,Elf3,,-0.00971508,0.38946342,0.16239738,-4.6143837,-3.9287882,-3.9838796,-0.30500793,0.89666176,0.06668949,0.00971508
18158,2.003707,-10.100712,20.238865,Nppb,,0.7361475,-1.5040072,-0.7361476,-1.5040072,-1.5040072,-1.5040072,2.466649,3.7622437,3.016087,2.0952168
215821,27.037785,1.3377516,20.211365,D10Bwg1379e,,0.8393593,0.44980717,0.6270094,-3.7175746,-4.8774695,-3.7594962,1.6422901,-0.7666297,0.033359528,-0.033360004
16447,25.021086,1.238316,20.205734,Ivl,,0.46991777,-0.29886293,1.3380804,-4.4843616,-3.0004005,-4.941321,-1.235528,0.7752552,0.9400716,0.29886293
12934,21.035065,1.0418462,20.190178,Dpysl2,,0.71178436,-0.03060913,0.08798599,-3.8588686,-4.067848,-4.4882946,0.22089672,-0.06772232,0.60519505,0.030610085
19274,29.34283,1.4566716,20.143747,Ptprm,,0.46731472,0.47998142,0.20617199,-4.4709086,-4.216953,-4.783478,-0.1856575,-0.9132509,0.28050613,0.1856575
75563,18.407482,-1.091578,20.093204,Dnali1,,0.31586266,0.7209778,-0.2449174,-4.2299128,-2.8979542,-4.6868715,0.17504025,-0.17504025,0.57038784,0.9911704
94216,17.60092,-1.1310738,19.907944,Col4a6,,0.54355335,-0.061050415,0.016302109,-4.1997476,-3.523141,-4.1910434,0.3484621,-0.016302109,0.4755373,0.5681486
243339,4.4079165,-4.502701,19.847534,Tmem130,,-0.3000493,-0.9509783,0.3000493,-2.2080083,-3.3614767,-1.801784,2.0522623,1.0593247,2.2533646,2.0502405
330836,11.177151,-1.7753736,19.843616,Slc7a6,,-0.054753304,0.054753304,-0.49349165,-3.1336317,-3.8016732,-4.0056286,0.6370473,0.5365772,0.94167185,0.53920555
210530,18.305737,-1.0826527,19.818756,Leprel1,,0.23402596,0.6745043,-0.3868494,-3.6436634,-4.399168,-4.0181603,0.45988655,0.6939697,-0.019530296,0.019530296
210762,28.433575,1.442497,19.711351,Ppp1r36,,1.1418419,-0.003194809,0.39733267,-3.7013192,-5.092993,-4.1582785,0.003194332,-0.74160385,0.3531642,0.31894493
24084,29.455517,1.4967341,19.679857,Tekt2,,0.59030104,0.5886359,0.05878544,-4.7794633,-4.7794633,-3.8447487,-0.05878544,-1.5655777,0.37224674,0.57514095
71733,3.9813163,-4.933926,19.643518,Susd2,,-0.03204727,-0.059247017,0.03204727,-3.1096735,-2.3626776,-0.5666325,3.4774828,1.4129782,2.1798306,2.0616565
106572,26.34573,1.341629,19.637117,Rab31,,1.3229513,-0.013511658,0.52240276,-4.953319,-4.013678,-3.359652,0.013512611,-0.017215729,0.57750416,0.17271233
319832,71.94722,3.6645854,19.63312,Tmem229a,,2.0450296,2.1940718,1.5247059,-4.3699427,-4.1923122,-4.1805387,0.010681152,-0.26909924,-0.010681152,0.45957565
98878,10.077354,-1.9458704,19.609228,Ehd4,,-0.111413956,-0.12176037,0.28939056,-3.0378857,-3.875852,-3.029181,0.111413,1.6555128,1.1584187,0.9912729
70237,23.960146,1.2221668,19.604647,Bhlhb9,,0.80112743,0.54418945,-0.093631744,-3.457003,-4.125045,-4.9139624,0.011275768,-0.011275291,0.22257137,0.28857708
18479,17.844408,-1.098569,19.603317,Pak1,,0.40087318,-0.026791573,-0.18351746,-5.136924,-2.8929362,-4.2517767,0.038062096,0.026792526,0.43500614,0.29672718
68867,24.802864,1.2668928,19.577717,Rnf122,,0.6777983,0.2368288,0.028627396,-4.388937,-4.5748267,-3.9902859,-0.61864185,0.2557125,-0.028626442,0.28405094
67313,4.469662,-4.3746815,19.553349,5730559C18Rik,,-0.18063164,-0.3519082,0.18063211,-2.36334,-2.2013068,-2.2677584,1.4713717,2.565443,2.0216284,1.9890585
214230,26.08727,1.3347479,19.544718,Pak6,,0.57942677,0.9077358,-0.007296562,-4.4191833,-4.09114,-4.125634,-0.013729095,0.20736408,0.007296562,0.10595417
68481,25.319275,1.2986815,19.496134,Mpzl1,,0.54213905,0.46275425,0.061688423,-5.1908393,-4.4438434,-3.2852283,-0.1643982,0.05283642,0.078315735,-0.052835464
433926,17.636717,-1.1045884,19.481314,Lrrc8b,,0.14896202,-0.17547369,0.18590927,-4.2259,-4.3533735,-3.6828594,0.00407505,0.3027916,0.48377514,-0.004076004
76527,19.391607,-1.0041816,19.472692,Il34,,-0.14194012,-0.05892706,0.5408282,-3.9273858,-4.18039,-4.384345,0.100978374,0.06475115,0.058926582,0.25270605
239017,12.556707,-1.5463184,19.416664,Ogdhl,,0.36401796,-0.37367582,-0.16749763,-2.3916805,-4.3683167,-4.3683167,0.8977952,0.16749716,0.5790348,0.6348152
329324,1.4915955,-13.010794,19.406841,Syt14,,-0.3006389,-1.7872707,0.12345147,-0.12345147,-2.1838105,-1.3877654,2.4741466,2.5236738,3.5275748,3.661875
75691,40.03182,2.068984,19.34854,Anks6,,1.0494661,1.3902225,0.7080741,-4.2828217,-4.5358257,-4.0028152,-0.25638008,0.29783583,-0.29650927,0.25638056
93703,34.165314,1.7695321,19.307547,Pcdhgb6,,0.57503605,0.591938,0.71972084,-4.506301,-3.6548831,-5.235503,-0.8815141,0.10363531,0.06509256,-0.06509209
67586,23.646938,1.225417,19.297058,Ubxn11,,1.0410781,-0.061786175,0.31842136,-5.2276897,-4.480694,-2.6846488,0.061786175,-0.5981231,0.49092674,0.60260344
210992,20.328749,1.0542381,19.282885,Lpcat1,,0.8997259,0.38377905,-0.19209003,-4.3920255,-3.381995,-4.1709127,0.6723838,0.07173252,0.47803402,-0.071733
18414,13.919494,-1.3816754,19.23222,Osmr,,-0.43347836,0.05034828,-0.050349236,-3.3787441,-4.090385,-4.361454,0.4855137,0.14200115,0.53959465,0.12059307
18481,6.010651,-3.192872,19.191236,Pak3,,-0.17459297,-0.73945,0.17459297,-2.3871489,-2.920261,-3.1946049,1.5173573,0.7230258,1.9628825,1.51022
328977,19.944866,1.04022,19.1737,Zfp532,,0.2563467,0.10193157,0.08941078,-3.8811936,-4.4269795,-4.197975,-0.08940983,0.22717476,-0.1745367,0.40613556
71345,26.096722,1.3631983,19.14375,Ano9,,0.4721036,0.8234148,0.8531251,-2.1080232,-4.3610272,-5.4996967,-0.5961547,1.6730313,-0.23041725,0.23041677
19240,17.26653,-1.1055441,19.088913,Tmsb10,,0.16275501,0.0333395,-0.1870718,-4.2247443,-4.053061,-4.042891,0.0982275,0.039364815,0.48680496,-0.033340454
242125,6.535803,-2.9147418,19.05018,Mab21l3,,-1.714138,-0.4934106,0.51177645,-2.3703005,-4.945233,-2.5053318,0.49341106,0.9578023,1.487092,0.9741378
233744,10.50205,-1.8089954,18.998156,Spon1,,0.09786701,-0.32066727,-0.09786701,-3.0606794,-3.8441982,-3.5935874,1.3524075,0.27249432,0.8463783,0.5219183
330267,18.688114,-1.0124923,18.921566,Thsd7a,,1.2537374,0.10006714,-0.100066185,-3.6668406,-3.7631197,-3.9884481,1.0756016,-0.3045044,0.43664932,0.5355482
225870,8.289291,-2.2825694,18.920883,Rin1,,-0.2614851,-0.6410341,0.2614851,-3.4433103,-2.8662393,-3.4852319,0.5286832,1.553174,1.0038433,0.82222223
230157,14.099467,-1.34151,18.914576,Tmeff1,,0.73465776,-0.1044898,-0.16392231,-4.411952,-2.9279904,-3.6465185,0.10448933,1.152843,0.73450804,0.32525206
107272,1.6177762,-11.665802,18.872654,Psat1,,-0.29318953,-1.32039,0.24744463,-1.5794027,-0.24744415,-1.6213243,3.5476427,4.8905077,2.6556535,1.2615376
270210,20.851044,1.1069427,18.83661,Zfp651,,0.23601627,0.3727541,0.013017654,-4.0023456,-4.0627046,-4.459305,-0.013017654,-0.3737607,0.48646736,0.1430397
51800,9.259078,-2.0323071,18.81729,Bok,,-0.22358942,0.035733223,-0.035733223,-4.4387193,-2.5217981,-2.8956783,0.9192362,1.5250893,1.2408552,0.109173775
107449,13.503847,-1.3898787,18.76871,Unc5b,,-0.1253376,-0.2889347,0.49865723,-3.6874008,-4.053698,-3.4404116,0.1253376,0.2889061,1.0014172,0.5966883
70419,15.917215,-1.1790968,18.76794,2810408A11Rik,,-0.115306854,0.48198366,0.35317755,-3.8710055,-3.1240096,-4.262679,-0.13015032,1.0887098,0.115306854,0.836668
14284,12.735526,-1.4706237,18.729166,Fosl2,,-0.23884773,0.1679821,0.3202095,-3.719378,-3.879273,-3.1643648,-0.16798115,1.4577322,0.65164757,0.61677265
12982,19.238424,1.0308968,18.661839,Csf2ra,,0.08898592,0.021980286,0.30852747,-3.433259,-4.716463,-4.2285404,-0.021980286,-0.43479633,0.32251596,0.5179858
16598,15.616856,-1.1945004,18.654339,Klf2,,0.2271738,0.4953041,-0.2831006,-3.7747636,-3.3496962,-4.331259,1.3051748,-0.22717428,0.25584888,0.2776165
55991,12.63835,-1.4733732,18.621,Panx1,,0.13606453,-0.30617332,-0.13606453,-5.494103,-3.1621444,-2.629134,0.33969355,0.56076956,0.46875048,0.45904684
791328,6.8606143,-2.7106433,18.596676,D630011A20Rik,,-0.26935697,-0.26763773,0.26763797,-3.5130281,-3.5130281,-1.5783136,0.58683443,0.84780884,2.117394,1.8433614
70673,53.0371,2.8523629,18.594088,Prdm16,,1.3870821,1.6771221,1.4062052,-4.024268,-4.2199864,-4.472125,-0.17165756,-0.5583267,0.17165756,0.4702425
239188,11.225237,-1.6514504,18.537922,Enox1,,-0.7948947,0.044638634,-0.04463911,-4.444767,-3.3060975,-3.5100524,0.18306684,0.46738052,0.50258446,0.6820426
11826,7.671154,-2.41359,18.51502,Aqp1,,0.07347727,-0.07347727,-0.26229048,-2.9123993,-3.5093577,-2.658865,1.6364627,1.0443325,1.5026355,0.55157137
319710,22.050705,1.19299,18.483562,Frmd6,,0.32083797,0.03006649,0.115997314,-4.8606653,-3.995833,-4.0648584,-0.44407082,0.022648811,-0.022648811,0.04827881
380924,29.03958,1.5744784,18.443937,Olfm4,,0.50902224,1.3200712,1.5960779,-4.097781,-2.9591117,-4.097781,2.2463331,-0.29893327,-0.00156641,0.001565933
15000,28.276867,1.534223,18.430744,H2-DMb2,,2.31548,1.9906871,-1.405904,-3.8547962,-3.8547962,-3.8547962,0.43778777,0.095683575,0.9591973,-0.095683575
69743,31.221397,1.6969397,18.398651,Casz1,,0.9929695,1.3153048,0.82240677,-3.7230043,-4.3858094,-3.6538944,-0.5781021,1.7006016,-0.17659378,0.17659473
215705,23.16233,1.2607225,18.372265,Arrdc1,,0.36495972,0.43541336,0.27785015,-4.5861635,-4.4241304,-3.512608,-0.0874176,-0.028835297,0.18804455,0.02883625
112422,42.447258,2.316009,18.32776,2610305D13Rik,,1.6218572,1.0800838,0.47102785,-4.349943,-4.349943,-4.349943,0.06817198,-0.73006535,-0.068172455,0.11412716
56360,13.271824,-1.3807626,18.325235,Acot9,,0.051760197,-0.051760674,0.30912733,-3.567436,-2.7049627,-4.609358,-0.113984585,0.88704395,0.9471512,0.55381966
239766,3.5396419,-5.175342,18.318857,Rtp1,,0.9267216,-1.6150517,-0.9267218,-1.244014,-2.8189464,-3.0229013,1.1385713,1.7923226,2.2605896,2.1417313
244418,16.03242,-1.1414107,18.299572,D8Ertd82e,,0.24872494,-0.19604683,0.20992088,-3.980905,-4.145553,-3.6197023,-0.120596886,0.12059593,0.6917095,0.4216957
320679,18.527925,1.0127623,18.294443,Samd12,,0.19820929,0.003056049,-0.003056049,-4.790465,-4.790465,-2.8557503,-0.69427776,0.7568922,0.016683578,0.11179829
94185,23.674614,1.2983084,18.234968,Tnfrsf21,,0.05388546,0.9349823,-0.016706467,-4.4040136,-4.5899034,-3.7297282,0.016706467,0.39831066,0.13211727,-0.75745153
117600,5.6575837,-3.2222195,18.229973,Srgap1,,0.13974142,-0.2606368,-0.1397419,-2.3777971,-2.3470082,-3.03639,1.7338915,0.9564767,1.9933939,1.7209406
15939,11.694761,-1.5582907,18.223835,Ier5,,-0.67737293,0.06365204,0.30045795,-4.320892,-3.346827,-3.2889152,-0.063651085,0.28411007,0.91290283,1.008812
15894,15.56392,-1.1698283,18.207115,Icam1,,-1.0801725,0.91743946,0.69473267,-3.709653,-3.8582077,-3.7805405,0.026021957,-0.026021004,0.90875053,0.7057686
23797,12.60076,-1.4436674,18.191307,Akt3,,-0.4816165,0.063153744,0.5847063,-3.2408466,-3.5813136,-3.9779136,0.6241312,-0.06315422,0.8787327,0.9009018
75697,104.51155,5.7718697,18.107058,C2cd4b,,3.0330682,3.6061902,2.664106,-4.2975254,-3.158856,-3.3628109,3.4616265,-0.33947873,-1.1732962,0.3394785
81907,2.4226515,-7.472777,18.103933,Tmem108,,-0.17741394,-1.8566909,0.17741394,-1.6376565,-3.0605855,-0.98820925,1.7582254,2.0146303,2.433988,2.9241462
68732,34.410896,1.9047513,18.06582,Lrrc16a,,0.9466152,1.1846037,0.70816326,-3.9233804,-4.6895566,-3.8620615,-0.20755482,-0.09063721,0.09063625,0.27498817
100125280,14.571565,-1.2345784,17.989737,Vmn2r-ps16,,-0.16477394,-0.28217173,0.8740263,-2.7949414,-4.186615,-4.186615,0.36900377,0.16477394,0.40040493,0.8513317
94214,5.8772826,-3.056382,17.96322,Spock2,,-0.3906684,-0.2631235,0.2631235,-1.938705,-3.8648722,-2.2525392,0.6450081,1.3016391,1.9550834,2.0246778
81006,20.07538,1.117977,17.95688,Gpr63,,0.7202978,-0.021654129,0.62406445,-3.397457,-4.0289726,-4.2329273,0.021654129,-0.41770363,0.85208845,0.6640096
20446,16.859367,-1.0629379,17.920464,St6galnac2,,0.50965595,0.030976295,-0.102591515,-4.27579,-3.654325,-3.8582802,0.5580063,0.3119564,-0.030975342,0.09729576
50997,16.671333,-1.0746999,17.916685,Mpp2,,0.07308054,0.12588596,0.48707676,-4.3999133,-3.4829922,-3.608945,-0.13061523,-0.07308102,0.8511696,0.68298626
67448,7.8527174,-2.279941,17.903732,Plxdc2,,-0.34219694,-0.30080986,0.79351234,-2.988666,-2.6567075,-3.123697,0.30080986,3.1391516,0.643363,0.87333584
74761,13.123798,-1.362827,17.88547,Mxra8,,-0.082537174,0.13611412,-0.6061907,-5.768973,-3.021977,-2.9040039,0.38400078,0.29355335,0.28950024,0.0825367
67260,26.252174,1.4683064,17.879221,Cers4,,0.7101402,0.73248386,0.044005394,-3.6547794,-4.1641235,-4.8375635,0.6021795,-0.8716769,-0.04400587,0.079063416
20514,8.129648,-2.1975503,17.86531,Slc1a5,,-0.64785385,0.009444237,-0.009444237,-3.4560196,-3.8789487,-2.382464,1.2815084,1.1364336,0.61074257,0.6510949
228765,6.211109,-2.876347,17.865305,Sdcbp2,,0.11691761,-0.2664261,-0.11691713,-2.3533785,-2.3068223,-3.5107772,0.73815775,1.7132521,1.9612913,1.3290157
106878,5.661373,-3.154981,17.86152,Smim3,,-0.01395607,-0.18474722,0.01395607,-3.169585,-3.0075517,-1.5110669,1.5045547,1.2375894,2.0357914,1.6062598
22781,33.24841,1.8650318,17.827265,Ikzf4,,0.6674237,1.118444,0.5083184,-3.8041844,-4.931658,-4.1356125,0.091948986,-0.6895256,-0.091948986,0.15163946
